fraud,policy_id,incident_type_theft,policy_state_ca,policy_deductable,num_witnesses,policy_state_or,incident_month,customer_gender_female,num_insurers_past_5_years,customer_gender_male,total_claim_amount,authorities_contacted_police,incident_day,collision_type_side,customer_age,customer_education,driver_relationship_child,driver_relationship_spouse,injury_claim,incident_dow,collision_type_na,incident_severity,driver_relationship_self,num_claims_past_year,months_as_customer,auto_year,num_vehicles_involved,policy_state_nv,authorities_contacted_ambulance,num_injuries,policy_liability,police_report_available,driver_relationship_na,incident_type_breakin,authorities_contacted_none,authorities_contacted_fire,driver_relationship_other,policy_state_id,incident_hour,vehicle_claim,incident_type_collision,policy_annual_premium,policy_state_az,policy_state_wa,collision_type_rear,collision_type_front
0,4283,0,1,750,0,0,12,1,1,0,24391,1,12,0,61,3,0,0,5300,3,1,1,0,0,155,2016,1,0,0,1,1,1,1,1,0,0,0,0,14,19091,0,3000,0,0,0,0
0,3038,0,1,750,1,0,4,1,1,0,18912,1,11,0,54,4,0,0,9800,3,0,0,1,0,275,2018,3,0,0,0,2,1,0,0,0,0,0,0,6,9112,1,2900,0,0,1,0
0,4584,0,0,750,0,1,10,1,1,0,59367,0,2,1,20,3,0,1,47600,2,0,1,0,0,13,2012,2,0,1,0,3,0,0,0,0,0,0,0,20,11767,1,3000,0,0,0,0
0,2741,0,0,750,0,0,5,0,1,1,75034,1,29,0,32,3,0,0,62300,2,1,0,0,1,132,2014,1,0,0,0,1,0,1,1,0,0,0,0,23,12734,0,3000,0,1,0,0
1,2568,0,1,750,0,0,6,0,1,1,53775,1,24,0,54,3,0,0,38800,0,1,0,0,0,142,2017,1,0,0,0,0,0,1,1,0,0,0,0,11,14975,0,3000,0,0,0,0
1,2568,0,0,750,0,0,6,0,4,1,53775,1,24,0,53,3,0,0,38800,0,1,0,0,0,19,2020,1,0,0,0,1,0,1,1,0,0,0,0,11,14975,0,2750,0,1,0,0
0,3369,0,1,750,1,0,8,0,1,1,40570,1,11,0,45,1,0,0,27400,6,0,0,0,0,141,2018,3,0,0,0,3,1,0,0,0,0,1,0,1,13170,1,3000,0,0,0,1
0,3369,0,0,750,1,0,8,0,1,1,40570,1,11,0,51,1,0,0,27400,6,0,0,0,0,159,2019,3,0,0,0,2,1,0,0,0,0,1,0,1,13170,1,3000,0,1,0,1
0,4727,0,0,750,1,0,8,0,1,1,100135,1,16,1,58,2,0,0,84800,4,0,1,1,0,64,2017,3,0,0,0,2,1,0,0,0,0,0,0,14,15335,1,3000,0,1,0,0
0,3979,0,0,750,1,0,5,0,1,1,27030,1,8,0,49,3,0,0,4200,2,0,2,1,1,26,2012,3,0,0,3,2,1,0,0,0,0,0,1,9,22830,1,3000,0,0,1,0
0,4587,0,1,750,0,0,9,0,1,1,13040,1,18,0,46,4,0,0,7000,2,0,2,1,0,94,2018,4,0,0,4,1,1,0,0,0,0,0,0,18,6040,1,2650,0,0,0,1
0,3980,0,0,750,0,0,1,1,5,0,23486,0,7,1,32,1,0,0,15200,0,0,0,1,0,1,2016,2,0,0,0,1,0,0,0,1,0,0,0,14,8286,1,3000,0,1,0,0
0,4856,0,0,750,1,0,1,0,5,1,13377,1,16,1,35,3,0,0,3400,2,0,0,1,0,21,2017,3,0,0,0,0,1,0,0,0,0,0,0,3,9977,1,3000,1,0,0,0
0,4438,0,0,750,0,0,12,0,1,1,22693,1,2,0,30,3,0,0,10400,0,1,0,0,0,96,2017,1,0,0,0,1,0,1,1,0,0,0,0,2,12293,0,2700,0,1,0,0
0,3041,0,0,750,2,0,6,0,1,1,24651,1,7,0,61,4,0,0,13600,4,0,0,1,0,147,2014,3,0,0,0,1,1,0,0,0,0,0,0,12,11051,1,3000,1,0,0,1
0,2572,0,1,750,0,0,12,0,1,1,99776,0,15,0,71,4,0,0,66600,6,0,2,1,0,93,2017,1,0,0,0,0,0,0,0,0,1,0,0,16,33176,1,3000,0,0,1,0
0,3483,0,0,750,3,0,11,0,1,1,93064,1,4,1,62,3,0,0,58400,0,0,2,1,0,192,2019,4,0,0,0,2,1,0,0,0,0,0,1,16,34664,1,3000,0,0,0,0
0,3641,0,0,750,0,0,9,1,2,0,32273,1,30,0,70,1,0,0,17200,0,1,0,0,0,39,2017,1,0,0,0,2,0,1,1,0,0,0,0,19,15073,0,3000,0,1,0,0
0,3484,0,1,750,3,0,8,1,2,0,70647,1,1,0,28,1,0,0,59400,3,0,0,0,0,54,2018,3,0,0,0,1,1,0,0,0,0,1,0,12,11247,1,3000,0,0,1,0
0,3187,0,1,750,2,0,1,0,1,1,33648,0,15,0,48,3,1,0,18800,1,0,0,0,0,229,2017,2,0,0,0,3,0,0,0,1,0,0,0,9,14848,1,3000,0,0,0,1
0,3187,0,1,750,2,0,1,1,1,0,33648,0,15,0,38,3,1,0,18800,1,0,0,0,0,160,2014,2,0,0,0,3,0,0,0,1,0,0,0,9,14848,1,2800,0,0,0,1
0,3485,0,0,750,0,1,6,0,1,1,48191,1,22,0,49,3,0,0,37900,5,0,0,1,0,106,2017,2,0,0,0,2,1,0,0,0,0,0,0,7,10291,1,3000,0,0,1,0
0,4442,0,0,750,0,0,11,1,1,0,19586,1,6,0,56,3,0,0,16100,2,1,0,0,0,99,2011,1,1,0,0,1,0,1,1,0,0,0,0,12,3486,0,2550,0,0,0,0
0,4857,0,1,750,0,0,7,0,1,1,9451,0,28,0,29,4,0,0,4100,6,0,0,1,0,73,2019,1,0,0,0,1,0,0,0,1,0,0,0,17,5351,1,3000,0,0,0,1
0,4444,0,0,750,0,0,12,0,1,1,27513,1,16,0,54,1,0,0,11800,0,0,1,1,0,117,2020,2,0,0,2,0,1,0,0,0,0,0,0,5,15713,1,3000,1,0,0,1
0,3046,0,0,750,2,1,6,0,1,1,23171,0,18,0,35,4,0,0,16900,1,0,0,1,0,101,2018,2,0,0,0,1,0,0,0,1,0,0,0,19,6271,1,2800,0,0,0,1
0,4594,0,0,750,1,0,6,0,1,1,144455,1,26,1,41,3,0,0,115600,2,0,2,1,0,109,2013,3,0,0,4,1,1,0,0,0,0,0,1,16,28855,1,3000,0,0,0,0
0,2914,0,0,750,0,1,9,1,1,0,28371,1,2,0,52,2,1,0,13000,0,0,1,0,0,62,2020,2,0,0,0,2,0,0,0,0,0,0,0,16,15371,1,2850,0,0,1,0
0,3854,0,1,750,1,0,5,0,1,1,34562,1,5,1,45,4,0,1,15200,6,0,1,0,0,124,2019,2,0,0,0,2,1,0,0,0,0,0,0,13,19362,1,3000,0,0,0,0
0,3380,0,0,750,1,0,12,0,1,1,29869,1,7,0,48,1,0,0,5000,5,0,2,1,0,279,2013,3,1,0,0,3,1,0,0,0,0,0,0,16,24869,1,2700,0,0,0,1
1,4121,0,0,750,1,0,7,0,1,1,28771,1,25,1,51,3,0,0,12900,3,0,1,1,0,74,2016,2,0,0,0,1,1,0,0,0,0,0,0,5,15871,1,3000,1,0,0,0
0,3050,0,1,750,0,0,7,0,1,1,33261,1,17,0,69,3,0,0,26200,2,1,0,0,0,288,2007,1,0,0,0,0,0,1,1,0,0,0,0,9,7061,0,2550,0,0,0,0
0,3651,0,1,750,0,0,11,1,1,0,26552,1,21,0,55,3,0,0,9900,3,0,1,1,0,146,2017,3,0,0,0,2,1,0,0,0,0,0,0,8,16652,1,3000,0,0,0,1
0,3494,0,0,750,0,0,1,1,1,0,23000,1,18,0,47,4,0,0,5200,4,1,0,0,0,175,2020,1,0,0,0,1,0,1,1,0,0,0,0,3,17800,0,3000,0,1,0,0
0,4863,0,0,750,0,0,11,0,1,0,5403,0,22,0,51,1,0,1,2800,4,0,0,0,0,80,2016,1,0,0,0,2,0,0,0,1,0,0,0,10,2603,1,3000,1,0,1,0
0,4125,0,0,750,1,0,10,1,1,0,27174,0,11,0,61,3,0,0,18800,4,0,0,1,1,381,2015,2,0,0,0,2,0,0,0,1,0,0,0,8,8374,1,3000,0,1,0,1
0,2586,0,0,750,0,0,12,0,1,1,29561,1,20,0,32,4,0,0,10800,4,0,1,1,0,94,2019,2,0,0,0,2,1,0,0,0,0,0,0,19,18761,1,2650,1,0,1,0
0,4126,0,0,750,3,0,1,0,1,1,162576,1,23,1,63,3,0,1,148000,2,0,1,0,0,147,2018,3,0,0,3,2,1,0,0,0,0,0,0,13,14576,1,3000,0,1,0,0
0,4126,0,0,750,3,0,1,1,1,0,162576,1,23,1,58,3,0,1,148000,2,0,1,0,0,172,2011,3,1,0,3,1,1,0,0,0,0,0,0,13,14576,1,3000,0,0,0,0
0,4454,0,0,750,0,1,3,1,1,0,85181,1,28,0,50,1,0,0,40900,3,0,2,1,0,110,2019,3,0,0,0,2,1,0,0,0,0,0,0,14,44281,1,2800,0,0,0,1
0,3386,0,1,750,0,0,7,1,1,0,79013,1,8,0,34,3,0,0,56900,0,0,1,1,0,95,2018,2,0,0,0,2,1,0,0,0,0,0,0,18,22113,1,2800,0,0,0,1
0,4455,0,0,750,0,0,3,1,1,0,54802,1,28,0,63,4,0,0,39300,3,1,0,0,0,95,2017,1,0,0,0,1,0,1,1,0,0,0,0,12,15502,0,3000,0,1,0,0
0,4867,0,1,750,3,0,6,0,2,1,84124,1,29,0,40,2,0,0,66600,5,0,1,1,0,52,2017,3,0,0,0,0,1,0,0,0,0,0,0,9,17524,1,3000,0,0,0,1
0,4129,0,0,750,0,0,8,0,1,1,89065,0,7,0,34,1,0,0,80300,2,1,0,0,0,14,2020,1,0,0,0,1,0,1,1,1,0,0,0,14,8765,0,2900,1,0,0,0
0,3199,0,1,750,0,0,1,0,5,1,19040,1,19,1,28,1,0,0,10300,5,0,1,1,0,9,2018,2,0,0,1,2,0,0,0,0,0,0,0,19,8740,1,2900,0,0,0,0
0,2591,0,0,750,0,0,7,0,1,1,37276,1,8,0,53,3,0,0,2600,0,0,2,1,1,209,2014,3,0,0,4,1,1,0,0,0,0,0,0,23,34676,1,3000,0,1,0,1
0,3503,1,1,750,0,0,12,1,1,0,51224,1,17,0,26,3,0,0,29700,1,1,1,0,0,74,2013,1,0,0,0,0,1,1,0,0,0,0,0,7,21524,0,2900,0,0,0,0
0,3503,1,1,750,0,0,12,0,1,0,51224,1,17,0,40,3,0,0,29700,1,1,1,0,0,119,2019,1,0,0,0,1,1,1,0,0,0,0,0,7,21524,0,3000,0,0,0,0
0,3999,0,1,750,2,0,12,0,1,0,20490,1,28,0,22,1,0,0,3100,5,0,1,1,0,38,2018,3,0,0,0,0,1,0,0,0,0,0,0,7,17390,1,3000,0,0,1,0
0,3504,0,1,750,0,0,10,0,5,1,29106,0,1,0,29,3,0,0,16700,1,0,0,1,0,12,2012,2,0,0,0,3,0,0,0,1,0,0,0,8,12406,1,3000,0,0,0,1
0,3393,0,1,750,1,0,10,1,1,0,14690,1,14,0,60,2,0,0,8200,0,0,1,1,0,124,2009,2,0,0,0,0,1,0,0,0,0,0,0,11,6490,1,3000,0,0,1,0
0,4135,0,0,750,1,0,9,0,1,1,77617,1,23,0,45,3,0,0,45500,0,0,2,1,0,104,2015,2,0,0,3,2,0,0,0,0,0,0,0,7,32117,1,3000,0,1,1,0
0,4874,0,1,750,0,0,10,1,1,0,38931,0,7,1,51,3,0,0,28900,0,0,0,1,0,168,2018,1,0,0,0,0,0,0,0,1,0,0,0,14,10031,1,3000,0,0,0,0
0,4308,0,1,750,2,0,5,0,1,1,29153,1,24,0,56,4,0,0,14500,4,0,2,1,0,188,2009,2,0,0,0,2,1,0,0,0,0,0,0,1,14653,1,3000,0,0,0,1
0,4308,0,1,750,2,0,5,0,4,1,29153,1,24,0,20,3,0,0,14500,4,0,2,1,0,21,2008,2,0,0,0,2,1,0,0,0,0,0,0,1,14653,1,2950,0,0,0,1
0,3664,0,1,750,1,0,11,0,2,1,55343,1,19,1,68,3,0,1,46700,1,0,1,0,0,40,2014,2,0,0,0,1,1,0,0,0,0,0,0,9,8643,1,3000,0,0,0,0
0,4876,0,1,750,5,0,9,0,1,1,34277,1,20,0,44,3,0,0,17300,4,0,1,1,0,45,2017,3,0,0,0,0,1,0,0,0,0,0,0,6,16977,1,2600,0,0,0,1
0,4876,0,0,750,5,1,9,1,4,0,34277,1,20,0,28,3,0,0,17300,4,0,1,1,0,6,2015,3,0,0,0,2,1,0,0,0,0,0,0,6,16977,1,3000,0,0,0,1
0,3206,0,1,750,0,0,3,1,1,0,42668,1,15,1,57,3,0,0,20900,4,0,1,1,0,123,2018,2,0,0,3,0,1,0,0,0,0,0,0,11,21768,1,3000,0,0,0,0
0,3665,0,0,750,0,0,6,0,3,1,29462,0,6,0,22,2,0,0,15100,3,0,0,1,0,5,2018,2,0,0,0,1,0,0,0,1,0,0,0,4,14362,1,3000,0,1,1,0
0,2770,0,1,750,2,0,4,0,2,1,39243,1,14,0,29,3,0,0,18300,6,0,1,1,1,23,2015,2,0,0,1,0,1,0,0,0,0,0,0,14,20943,1,3000,0,0,1,0
0,3511,0,1,750,0,0,6,0,1,1,17374,0,17,0,43,3,0,0,5500,0,0,0,1,0,152,2014,2,0,0,1,0,0,0,0,1,0,0,0,18,11874,1,3000,0,0,0,1
0,1675,0,0,750,0,1,2,1,1,0,12000,1,14,0,57,4,0,0,0,3,1,0,0,0,189,2019,1,0,0,0,2,0,1,1,0,0,0,0,20,12000,0,2550,0,0,0,0
0,1688,0,0,750,0,0,5,0,1,0,17500,1,10,0,49,3,0,0,3000,4,0,1,1,0,316,2020,2,1,0,2,1,0,0,0,0,0,0,0,17,14500,1,3000,0,0,0,1
0,1690,1,1,750,0,0,12,0,2,1,18000,1,23,0,31,4,0,0,0,0,1,1,0,0,27,2015,1,0,0,0,1,0,1,0,0,0,0,0,9,18000,0,3000,0,0,0,0
0,1694,0,1,750,1,0,6,0,1,1,47500,1,11,1,68,1,0,0,30000,1,0,1,1,0,41,2019,3,0,0,3,0,1,0,0,0,0,0,0,3,17500,1,2650,0,0,0,0
0,28,0,1,750,0,0,12,0,2,1,8500,0,15,0,23,2,1,0,0,6,0,0,0,0,14,2020,2,0,0,0,0,0,0,0,1,0,0,0,16,8500,1,3000,0,0,0,1
0,1700,0,0,750,0,0,4,0,1,1,9000,0,15,0,41,1,0,0,0,0,1,0,0,0,113,2020,1,0,0,0,2,0,1,1,1,0,0,0,8,9000,0,3000,0,1,0,0
0,30,0,1,750,3,0,2,0,1,1,17500,1,21,0,48,2,0,0,0,3,0,1,1,0,12,2017,3,0,0,0,2,1,0,0,0,0,0,0,15,17500,1,3000,0,0,0,1
0,35,0,1,750,3,0,8,0,1,1,44000,1,17,0,30,1,0,0,9000,5,0,2,1,0,53,2016,3,0,0,1,0,1,0,0,0,0,0,0,16,35000,1,2850,0,0,0,1
0,1712,0,1,750,1,0,8,0,2,1,13000,0,16,0,29,2,0,0,0,4,0,0,1,0,36,2012,2,0,0,0,0,0,0,0,1,0,0,0,12,13000,1,3000,0,0,0,1
0,1724,0,1,750,0,0,10,0,1,1,12500,1,3,0,57,2,0,0,0,3,1,0,0,0,105,2016,1,0,0,0,2,0,1,1,0,0,0,0,9,12500,0,2550,0,0,0,0
0,1724,0,1,750,0,0,10,0,1,1,12500,1,3,0,69,2,0,0,0,3,1,0,0,1,141,2016,1,0,0,0,2,0,1,1,0,0,0,0,9,12500,0,3000,0,0,0,0
0,53,0,1,750,0,0,2,0,3,1,44500,1,6,1,22,2,0,0,15000,2,0,2,1,0,14,2014,3,0,0,1,0,1,0,0,0,0,0,0,12,29500,1,3000,0,0,0,0
0,1727,0,1,750,1,0,1,0,1,1,38500,1,10,0,60,1,0,0,0,3,0,2,1,0,160,2019,3,0,0,0,1,1,0,0,0,0,0,0,5,38500,1,3000,0,0,0,1
0,3351,0,1,750,1,0,4,0,1,1,5000,1,4,0,69,2,0,1,0,3,0,0,0,1,187,2010,3,0,0,0,1,1,0,0,0,0,0,0,16,5000,1,3000,0,0,0,1
0,1737,0,1,750,0,0,10,0,4,1,9000,0,17,0,44,3,0,0,0,3,0,0,1,0,15,2014,1,0,0,0,1,0,0,0,1,0,0,0,16,9000,1,3000,0,0,0,1
0,3355,0,1,750,0,0,2,1,2,0,13000,1,15,0,41,3,0,0,0,4,1,0,0,0,47,2018,1,0,0,0,1,0,1,1,0,0,0,0,23,13000,0,3000,0,0,0,0
0,3355,0,1,750,0,0,2,1,1,0,13000,1,15,0,55,3,0,0,0,4,1,0,0,0,68,2018,1,0,0,0,0,0,1,1,0,0,0,0,23,13000,0,3000,0,0,0,0
0,1738,0,1,750,0,0,5,0,1,1,15000,1,17,0,47,3,0,1,0,4,0,1,0,0,146,2015,2,0,0,0,1,1,0,0,0,0,0,0,6,15000,1,2700,0,0,0,1
0,1740,0,0,750,0,0,2,1,1,0,30500,1,1,0,66,4,0,0,13500,4,0,1,1,0,97,2016,2,0,0,1,2,0,0,0,0,0,0,0,9,17000,1,3000,0,1,0,1
0,66,0,1,750,0,0,11,1,1,0,26000,1,8,1,34,4,0,0,0,4,0,1,1,0,64,2013,2,0,0,0,1,0,0,0,0,0,0,0,19,26000,1,2900,0,0,0,0
0,66,0,1,750,0,0,11,0,1,1,26000,1,8,1,46,4,0,0,0,4,0,1,1,0,75,2018,2,0,0,0,1,0,0,0,0,0,0,0,19,26000,1,3000,0,0,0,0
0,3359,0,0,750,1,1,3,1,1,0,20000,1,6,0,22,3,0,0,0,2,0,1,1,0,25,2014,3,0,0,0,1,1,0,0,0,0,0,0,16,20000,1,3000,0,0,1,0
0,3361,0,0,750,1,0,5,1,3,0,40000,1,10,0,29,3,0,0,5500,4,0,2,1,0,27,2018,3,0,0,1,1,1,0,0,0,0,0,0,18,34500,1,3000,1,0,1,0
0,3366,0,1,750,1,0,10,0,1,1,36500,1,3,0,66,1,0,0,0,3,0,2,1,1,99,2020,3,0,0,0,2,1,0,0,0,0,0,0,23,36500,1,3000,0,0,1,0
0,76,0,0,750,1,0,3,0,1,1,16000,1,27,0,51,4,0,0,7000,2,0,0,1,0,140,2011,2,1,0,1,3,0,0,0,0,0,0,0,6,9000,1,3000,0,0,1,0
0,80,0,0,750,0,0,3,1,1,0,8500,0,10,0,44,3,0,0,0,6,0,0,1,0,75,2019,2,0,0,0,1,0,0,0,1,0,0,0,14,8500,1,3000,1,0,0,1
0,1757,0,0,750,1,1,4,0,1,1,50000,1,18,0,42,1,0,0,25000,3,0,2,1,0,52,2015,3,0,0,1,1,1,0,0,0,0,0,0,13,25000,1,2750,0,0,0,1
0,1761,0,1,750,0,0,9,1,1,0,14500,1,27,0,72,1,0,1,0,4,0,1,0,0,61,2018,1,0,0,0,0,0,0,0,0,0,0,0,17,14500,1,3000,0,0,0,1
0,89,0,1,750,1,0,5,0,1,1,40000,1,17,0,43,4,0,0,8500,4,0,2,1,0,115,2012,3,0,0,1,0,1,0,0,0,0,0,0,7,31500,1,3000,0,0,0,1
0,89,0,1,750,1,0,5,0,3,1,40000,1,17,0,37,4,0,0,8500,4,0,2,1,0,28,2020,3,0,0,1,0,1,0,0,0,0,0,0,7,31500,1,3000,0,0,0,1
0,94,0,1,750,0,0,11,0,1,1,7000,0,1,0,49,4,0,1,0,4,0,0,0,2,196,2012,2,0,0,0,1,0,0,0,1,0,0,0,12,7000,1,3000,0,0,0,1
0,97,0,0,750,0,1,11,0,1,1,12000,1,5,0,59,3,0,0,0,1,1,0,0,0,237,2019,1,0,0,0,1,0,1,1,0,0,0,0,10,12000,0,3000,0,0,0,0
0,98,0,0,750,0,0,12,0,1,1,6500,1,26,0,40,4,0,0,0,3,1,0,0,0,104,2017,1,0,0,0,1,0,1,1,0,0,0,0,14,6500,0,3000,1,0,0,0
0,1771,0,0,750,2,1,12,0,1,0,31000,1,19,0,54,3,0,0,0,3,0,2,1,0,145,2018,2,0,0,0,2,0,0,0,0,0,0,0,16,31000,1,3000,0,0,0,1
0,106,1,0,750,0,0,7,0,5,1,17000,1,17,0,72,2,0,0,0,2,1,1,0,0,23,2020,1,0,0,0,1,0,1,0,0,0,0,0,12,17000,0,3000,0,1,0,0
0,108,0,0,750,1,0,9,1,3,0,8500,0,3,1,26,4,0,1,0,1,0,0,0,0,34,2015,2,1,0,0,2,0,0,0,1,0,0,0,19,8500,1,3000,0,0,0,0
0,3406,0,0,750,3,0,2,1,1,0,24000,1,28,0,50,1,0,1,9500,3,0,1,0,0,32,2014,2,0,0,2,1,0,0,0,0,0,0,0,18,14500,1,3000,0,1,0,1
0,115,0,1,750,3,0,11,1,2,0,55000,1,17,1,26,3,0,0,25000,6,0,2,1,0,24,2018,3,0,0,1,1,1,0,0,0,0,0,0,7,30000,1,3000,0,0,0,0
0,3410,0,1,750,1,0,11,1,1,0,12000,1,4,1,58,3,0,0,0,0,0,1,1,0,174,2016,2,0,0,0,0,0,0,0,0,0,0,0,10,12000,1,3000,0,0,0,0
0,117,0,1,750,0,0,12,1,1,0,17000,0,4,1,28,3,0,0,0,2,0,0,1,0,41,2018,2,0,0,0,0,0,0,0,1,0,0,0,17,17000,1,3000,0,0,0,0
0,3412,0,1,750,0,0,12,1,1,0,7500,1,12,0,30,3,0,0,0,3,1,0,0,0,13,2017,1,0,0,0,0,1,1,1,0,0,0,0,18,7500,0,2850,0,0,0,0
0,118,0,0,750,5,0,10,1,1,0,64000,1,3,0,38,4,0,0,50000,3,0,1,1,0,112,2016,6,0,0,3,1,1,0,0,0,0,0,0,15,14000,1,3000,0,1,0,1
0,3413,0,0,750,2,1,5,1,1,0,47000,1,27,0,36,1,0,0,11000,0,0,2,1,0,99,2020,4,0,0,2,1,1,0,0,0,0,0,0,17,36000,1,2950,0,0,1,0
0,3413,0,1,750,2,0,5,0,1,1,47000,1,27,0,60,1,0,0,11000,0,0,2,1,0,75,2020,4,0,0,2,1,1,0,0,0,0,0,0,17,36000,1,3000,0,0,1,0
0,1784,0,1,750,0,0,12,0,2,1,11500,1,30,0,21,3,0,0,0,0,1,0,0,0,4,2016,1,0,0,0,0,0,1,1,0,0,0,0,11,11500,0,3000,0,0,0,0
0,131,0,1,750,0,0,6,0,1,1,15500,0,25,1,51,3,0,0,0,1,0,0,1,0,73,2018,2,0,0,0,0,0,0,0,1,0,0,0,12,15500,1,3000,0,0,0,0
0,133,0,0,750,1,0,12,0,1,1,21500,1,28,0,67,4,0,0,4500,5,0,1,1,0,100,2018,2,0,0,2,1,1,0,0,0,0,0,0,9,17000,1,3000,0,1,1,0
0,3426,0,1,750,2,0,4,0,3,0,19500,1,24,0,31,3,0,0,0,2,0,1,1,0,29,2013,3,0,0,0,1,1,0,0,0,0,0,0,6,19500,1,2800,0,0,1,0
0,136,0,1,750,0,0,10,1,2,0,42000,1,20,1,52,3,0,0,9500,6,0,2,1,0,20,2012,3,0,0,1,1,1,0,0,0,0,0,0,4,32500,1,2450,0,0,0,0
0,144,0,1,750,1,0,6,0,1,1,8000,0,27,0,52,3,0,0,0,3,0,0,1,0,104,2016,2,0,0,0,1,0,0,0,1,0,0,0,11,8000,1,3000,0,0,0,1
0,148,0,1,750,0,0,9,1,1,0,1000,0,26,0,57,2,0,0,0,3,0,0,1,0,108,2018,2,0,0,0,3,0,0,0,1,0,0,0,8,1000,1,2600,0,0,1,0
0,148,0,1,750,0,0,9,0,1,1,1000,0,26,0,26,2,0,0,0,3,0,0,1,0,69,2005,2,0,0,0,0,0,0,0,1,0,0,0,8,1000,1,2450,0,0,1,0
0,1813,0,0,750,1,0,12,0,1,1,13000,0,6,1,43,3,0,0,0,4,0,0,1,0,69,2018,2,0,0,0,0,0,0,0,1,0,0,0,15,13000,1,3000,1,0,0,0
0,170,0,0,750,3,0,2,0,1,1,19000,1,8,1,65,3,0,1,0,4,0,0,0,0,407,2020,4,0,0,0,3,1,0,0,0,0,0,0,4,19000,1,3000,0,1,0,0
0,1842,0,1,750,0,0,4,0,1,1,9500,1,19,0,55,3,0,0,0,4,0,0,1,0,213,2015,2,0,0,0,0,0,0,0,0,0,0,0,19,9500,1,3000,0,0,1,0
0,192,0,0,750,0,0,12,1,2,0,51500,1,13,0,34,3,0,0,30000,4,0,2,1,0,30,2011,2,0,0,1,2,0,0,0,0,0,0,0,16,21500,1,3000,1,0,0,1
0,3437,0,0,750,0,0,12,0,1,1,37500,1,26,0,53,4,0,0,25000,3,0,1,1,1,117,2017,2,0,0,1,1,0,0,0,0,0,0,0,13,12500,1,3000,0,1,0,1
0,1851,0,1,750,2,0,3,0,1,1,28500,1,19,0,50,3,0,1,12500,1,0,2,0,0,169,2018,3,0,0,4,2,1,0,0,0,0,0,0,13,16000,1,3000,0,0,0,1
0,3442,0,0,750,0,0,11,0,1,1,13500,0,17,0,53,4,0,0,0,6,0,0,0,0,118,2019,1,0,0,0,2,0,0,0,1,0,1,0,10,13500,1,3000,0,1,0,1
0,1855,0,1,750,0,0,5,0,1,1,8500,0,30,0,34,0,0,0,0,3,0,0,1,0,24,2014,2,0,0,0,1,0,0,0,1,0,0,0,7,8500,1,3000,0,0,0,1
0,3446,0,1,750,0,0,11,1,4,0,4500,0,11,0,20,3,0,0,0,0,0,0,0,1,16,2002,1,0,0,0,1,0,0,0,1,0,1,0,9,4500,1,3000,0,0,1,0
0,3471,0,1,750,1,0,5,1,1,0,51500,0,1,0,50,3,0,1,14500,2,0,2,0,0,239,2017,2,0,0,2,3,0,0,0,0,1,0,0,10,37000,1,3000,0,0,1,0
0,202,0,1,750,1,0,4,1,1,0,10500,1,23,0,48,3,0,0,0,1,0,0,0,0,225,2013,3,0,0,0,2,1,0,0,0,0,1,0,8,10500,1,3000,0,0,0,1
0,206,0,0,750,0,0,1,1,2,0,15500,1,3,0,35,3,0,0,0,3,1,0,0,0,58,2015,1,0,0,0,0,0,1,1,0,0,0,0,12,15500,0,3000,1,0,0,0
0,3480,0,1,750,2,0,10,0,1,1,44500,1,6,0,43,1,0,0,12500,6,0,2,1,0,87,2018,2,0,0,2,1,1,0,0,0,0,0,0,14,32000,1,3000,0,0,0,1
0,3481,0,0,750,1,0,12,0,1,1,8500,1,6,0,28,3,1,0,0,4,0,0,0,0,74,2009,2,0,0,0,1,0,0,0,0,0,0,0,13,8500,1,3000,0,1,0,1
0,3489,0,1,750,1,0,11,1,1,0,9500,1,2,1,49,3,0,0,0,5,0,0,1,0,54,2020,2,0,0,0,2,0,0,0,0,0,0,0,5,9500,1,3000,0,0,0,0
0,222,0,1,750,4,0,8,1,2,0,46500,1,21,0,35,2,1,0,17000,2,0,2,0,0,56,2012,3,0,0,4,2,1,0,0,0,0,0,0,5,29500,1,2850,0,0,0,1
0,1873,0,1,750,2,0,5,1,2,0,11000,0,2,1,54,3,0,0,0,3,0,0,1,0,20,2016,2,0,0,0,3,0,0,0,1,0,0,0,19,11000,1,3000,0,0,0,0
0,232,0,1,750,2,0,8,0,1,1,19000,1,4,0,46,4,0,0,0,6,0,1,1,0,49,2016,3,0,0,0,0,1,0,0,0,0,0,0,8,19000,1,2750,0,0,0,1
0,1888,0,1,750,0,0,1,1,3,0,1000,0,15,0,49,1,0,0,0,1,0,0,1,0,19,2017,1,0,0,0,1,0,0,0,1,0,0,0,9,1000,1,3000,0,0,0,1
0,241,0,1,750,0,0,1,0,1,1,26500,1,26,0,36,4,0,0,8000,5,0,1,1,2,105,2018,2,0,0,1,0,0,0,0,0,0,0,0,21,18500,1,3000,0,0,0,1
0,3519,0,1,750,3,0,4,1,1,0,62000,1,30,0,42,3,0,0,30000,1,0,2,1,0,128,2018,3,0,0,1,2,1,0,0,0,0,0,0,12,32000,1,3000,0,0,0,1
0,1895,0,1,750,0,0,5,1,1,0,7000,1,20,0,22,3,0,0,0,0,0,0,1,0,50,2018,3,0,0,0,2,1,0,0,0,0,0,0,15,7000,1,2750,0,0,0,1
0,247,0,0,750,0,0,12,0,1,1,17500,1,8,0,50,1,0,0,2500,6,0,1,1,0,184,2017,3,0,0,1,3,1,0,0,0,0,0,0,20,15000,1,3000,0,1,0,1
